item,sale_amount,sale_date,sale_id,store
1,23.0,"Sun, 16 Jun 2013 00:00:00 GMT",167,1
1,13.0,"Mon, 17 Jun 2013 00:00:00 GMT",168,1
1,21.0,"Tue, 18 Jun 2013 00:00:00 GMT",169,1
1,18.0,"Wed, 19 Jun 2013 00:00:00 GMT",170,1
1,24.0,"Thu, 20 Jun 2013 00:00:00 GMT",171,1
1,19.0,"Fri, 21 Jun 2013 00:00:00 GMT",172,1
1,23.0,"Sat, 22 Jun 2013 00:00:00 GMT",173,1
1,24.0,"Sun, 23 Jun 2013 00:00:00 GMT",174,1
1,17.0,"Mon, 24 Jun 2013 00:00:00 GMT",175,1
1,21.0,"Tue, 25 Jun 2013 00:00:00 GMT",176,1
1,21.0,"Wed, 26 Jun 2013 00:00:00 GMT",177,1
1,26.0,"Thu, 27 Jun 2013 00:00:00 GMT",178,1
1,17.0,"Fri, 28 Jun 2013 00:00:00 GMT",179,1
1,20.0,"Sat, 29 Jun 2013 00:00:00 GMT",180,1
1,24.0,"Sun, 30 Jun 2013 00:00:00 GMT",181,1
1,23.0,"Mon, 01 Jul 2013 00:00:00 GMT",182,1
1,17.0,"Tue, 02 Jul 2013 00:00:00 GMT",183,1
1,12.0,"Wed, 03 Jul 2013 00:00:00 GMT",184,1
1,24.0,"Thu, 04 Jul 2013 00:00:00 GMT",185,1
1,17.0,"Fri, 05 Jul 2013 00:00:00 GMT",186,1
1,16.0,"Sat, 06 Jul 2013 00:00:00 GMT",187,1
1,34.0,"Sun, 07 Jul 2013 00:00:00 GMT",188,1
1,20.0,"Mon, 08 Jul 2013 00:00:00 GMT",189,1
1,23.0,"Tue, 09 Jul 2013 00:00:00 GMT",190,1
1,14.0,"Wed, 10 Jul 2013 00:00:00 GMT",191,1
1,25.0,"Thu, 11 Jul 2013 00:00:00 GMT",192,1
1,29.0,"Fri, 12 Jul 2013 00:00:00 GMT",193,1
1,22.0,"Sat, 13 Jul 2013 00:00:00 GMT",194,1
1,29.0,"Sun, 14 Jul 2013 00:00:00 GMT",195,1
1,18.0,"Mon, 15 Jul 2013 00:00:00 GMT",196,1
1,12.0,"Tue, 16 Jul 2013 00:00:00 GMT",197,1
1,16.0,"Wed, 17 Jul 2013 00:00:00 GMT",198,1
1,21.0,"Thu, 18 Jul 2013 00:00:00 GMT",199,1
1,25.0,"Fri, 19 Jul 2013 00:00:00 GMT",200,1
1,25.0,"Sat, 20 Jul 2013 00:00:00 GMT",201,1
1,26.0,"Sun, 21 Jul 2013 00:00:00 GMT",202,1
1,18.0,"Mon, 22 Jul 2013 00:00:00 GMT",203,1
1,17.0,"Tue, 23 Jul 2013 00:00:00 GMT",204,1
1,21.0,"Wed, 24 Jul 2013 00:00:00 GMT",205,1
1,21.0,"Thu, 25 Jul 2013 00:00:00 GMT",206,1
1,31.0,"Fri, 26 Jul 2013 00:00:00 GMT",207,1
1,19.0,"Sat, 27 Jul 2013 00:00:00 GMT",208,1
1,25.0,"Sun, 28 Jul 2013 00:00:00 GMT",209,1
1,8.0,"Mon, 29 Jul 2013 00:00:00 GMT",210,1
1,26.0,"Tue, 30 Jul 2013 00:00:00 GMT",211,1
1,27.0,"Wed, 31 Jul 2013 00:00:00 GMT",212,1
1,21.0,"Thu, 01 Aug 2013 00:00:00 GMT",213,1
1,19.0,"Fri, 02 Aug 2013 00:00:00 GMT",214,1
1,24.0,"Sat, 03 Aug 2013 00:00:00 GMT",215,1
1,26.0,"Sun, 04 Aug 2013 00:00:00 GMT",216,1
1,17.0,"Mon, 05 Aug 2013 00:00:00 GMT",217,1
1,10.0,"Tue, 06 Aug 2013 00:00:00 GMT",218,1
1,25.0,"Wed, 07 Aug 2013 00:00:00 GMT",219,1
1,20.0,"Thu, 08 Aug 2013 00:00:00 GMT",220,1
1,19.0,"Fri, 09 Aug 2013 00:00:00 GMT",221,1
1,22.0,"Sat, 10 Aug 2013 00:00:00 GMT",222,1
1,25.0,"Sun, 11 Aug 2013 00:00:00 GMT",223,1
1,10.0,"Mon, 12 Aug 2013 00:00:00 GMT",224,1
1,11.0,"Tue, 13 Aug 2013 00:00:00 GMT",225,1
1,19.0,"Wed, 14 Aug 2013 00:00:00 GMT",226,1
1,22.0,"Thu, 15 Aug 2013 00:00:00 GMT",227,1
1,15.0,"Fri, 16 Aug 2013 00:00:00 GMT",228,1
1,29.0,"Sat, 17 Aug 2013 00:00:00 GMT",229,1
1,27.0,"Sun, 18 Aug 2013 00:00:00 GMT",230,1
1,11.0,"Mon, 19 Aug 2013 00:00:00 GMT",231,1
1,15.0,"Tue, 20 Aug 2013 00:00:00 GMT",232,1
1,20.0,"Wed, 21 Aug 2013 00:00:00 GMT",233,1
1,20.0,"Thu, 22 Aug 2013 00:00:00 GMT",234,1
1,19.0,"Fri, 23 Aug 2013 00:00:00 GMT",235,1
1,19.0,"Sat, 24 Aug 2013 00:00:00 GMT",236,1
1,23.0,"Sun, 25 Aug 2013 00:00:00 GMT",237,1
1,11.0,"Mon, 26 Aug 2013 00:00:00 GMT",238,1
1,16.0,"Tue, 27 Aug 2013 00:00:00 GMT",239,1
1,20.0,"Wed, 28 Aug 2013 00:00:00 GMT",240,1
1,14.0,"Thu, 29 Aug 2013 00:00:00 GMT",241,1
1,20.0,"Fri, 30 Aug 2013 00:00:00 GMT",242,1
1,25.0,"Sat, 31 Aug 2013 00:00:00 GMT",243,1
1,25.0,"Sun, 01 Sep 2013 00:00:00 GMT",244,1
1,10.0,"Mon, 02 Sep 2013 00:00:00 GMT",245,1
1,16.0,"Tue, 03 Sep 2013 00:00:00 GMT",246,1
1,10.0,"Wed, 04 Sep 2013 00:00:00 GMT",247,1
1,16.0,"Thu, 05 Sep 2013 00:00:00 GMT",248,1
1,20.0,"Fri, 06 Sep 2013 00:00:00 GMT",249,1
1,20.0,"Sat, 07 Sep 2013 00:00:00 GMT",250,1
1,19.0,"Sun, 08 Sep 2013 00:00:00 GMT",251,1
1,15.0,"Mon, 09 Sep 2013 00:00:00 GMT",252,1
1,17.0,"Tue, 10 Sep 2013 00:00:00 GMT",253,1
1,26.0,"Wed, 11 Sep 2013 00:00:00 GMT",254,1
1,14.0,"Thu, 12 Sep 2013 00:00:00 GMT",255,1
1,16.0,"Fri, 13 Sep 2013 00:00:00 GMT",256,1
1,27.0,"Sat, 14 Sep 2013 00:00:00 GMT",257,1
1,14.0,"Sun, 15 Sep 2013 00:00:00 GMT",258,1
1,16.0,"Mon, 16 Sep 2013 00:00:00 GMT",259,1
1,20.0,"Tue, 17 Sep 2013 00:00:00 GMT",260,1
1,18.0,"Wed, 18 Sep 2013 00:00:00 GMT",261,1
1,16.0,"Thu, 19 Sep 2013 00:00:00 GMT",262,1
1,11.0,"Fri, 20 Sep 2013 00:00:00 GMT",263,1
1,13.0,"Sat, 21 Sep 2013 00:00:00 GMT",264,1
1,16.0,"Sun, 22 Sep 2013 00:00:00 GMT",265,1
1,18.0,"Mon, 23 Sep 2013 00:00:00 GMT",266,1
1,14.0,"Tue, 24 Sep 2013 00:00:00 GMT",267,1
1,17.0,"Wed, 25 Sep 2013 00:00:00 GMT",268,1
1,20.0,"Thu, 26 Sep 2013 00:00:00 GMT",269,1
1,22.0,"Fri, 27 Sep 2013 00:00:00 GMT",270,1
1,13.0,"Sat, 28 Sep 2013 00:00:00 GMT",271,1
1,20.0,"Sun, 29 Sep 2013 00:00:00 GMT",272,1
1,20.0,"Mon, 30 Sep 2013 00:00:00 GMT",273,1
1,12.0,"Tue, 01 Oct 2013 00:00:00 GMT",274,1
1,11.0,"Wed, 02 Oct 2013 00:00:00 GMT",275,1
1,14.0,"Thu, 03 Oct 2013 00:00:00 GMT",276,1
1,14.0,"Fri, 04 Oct 2013 00:00:00 GMT",277,1
1,14.0,"Sat, 05 Oct 2013 00:00:00 GMT",278,1
1,20.0,"Sun, 06 Oct 2013 00:00:00 GMT",279,1
1,13.0,"Mon, 07 Oct 2013 00:00:00 GMT",280,1
1,13.0,"Tue, 08 Oct 2013 00:00:00 GMT",281,1
1,14.0,"Wed, 09 Oct 2013 00:00:00 GMT",282,1
1,20.0,"Thu, 10 Oct 2013 00:00:00 GMT",283,1
1,17.0,"Fri, 11 Oct 2013 00:00:00 GMT",284,1
1,17.0,"Sat, 12 Oct 2013 00:00:00 GMT",285,1
1,20.0,"Sun, 13 Oct 2013 00:00:00 GMT",286,1
1,15.0,"Mon, 14 Oct 2013 00:00:00 GMT",287,1
1,15.0,"Tue, 15 Oct 2013 00:00:00 GMT",288,1
1,15.0,"Wed, 16 Oct 2013 00:00:00 GMT",289,1
1,10.0,"Thu, 17 Oct 2013 00:00:00 GMT",290,1
1,10.0,"Fri, 18 Oct 2013 00:00:00 GMT",291,1
1,18.0,"Sat, 19 Oct 2013 00:00:00 GMT",292,1
1,25.0,"Sun, 20 Oct 2013 00:00:00 GMT",293,1
1,13.0,"Mon, 21 Oct 2013 00:00:00 GMT",294,1
1,11.0,"Tue, 22 Oct 2013 00:00:00 GMT",295,1
1,16.0,"Wed, 23 Oct 2013 00:00:00 GMT",296,1
1,17.0,"Thu, 24 Oct 2013 00:00:00 GMT",297,1
1,18.0,"Fri, 25 Oct 2013 00:00:00 GMT",298,1
1,19.0,"Sat, 26 Oct 2013 00:00:00 GMT",299,1
1,14.0,"Sun, 27 Oct 2013 00:00:00 GMT",300,1
1,11.0,"Mon, 28 Oct 2013 00:00:00 GMT",301,1
1,17.0,"Tue, 29 Oct 2013 00:00:00 GMT",302,1
1,20.0,"Wed, 30 Oct 2013 00:00:00 GMT",303,1
1,21.0,"Thu, 31 Oct 2013 00:00:00 GMT",304,1
1,20.0,"Fri, 01 Nov 2013 00:00:00 GMT",305,1
1,24.0,"Sat, 02 Nov 2013 00:00:00 GMT",306,1
1,19.0,"Sun, 03 Nov 2013 00:00:00 GMT",307,1
1,12.0,"Mon, 04 Nov 2013 00:00:00 GMT",308,1
1,20.0,"Tue, 05 Nov 2013 00:00:00 GMT",309,1
1,16.0,"Wed, 06 Nov 2013 00:00:00 GMT",310,1
1,17.0,"Thu, 07 Nov 2013 00:00:00 GMT",311,1
1,22.0,"Fri, 08 Nov 2013 00:00:00 GMT",312,1
1,18.0,"Sat, 09 Nov 2013 00:00:00 GMT",313,1
1,23.0,"Sun, 10 Nov 2013 00:00:00 GMT",314,1
1,16.0,"Mon, 11 Nov 2013 00:00:00 GMT",315,1
1,20.0,"Tue, 12 Nov 2013 00:00:00 GMT",316,1
1,20.0,"Wed, 13 Nov 2013 00:00:00 GMT",317,1
1,9.0,"Thu, 14 Nov 2013 00:00:00 GMT",318,1
1,18.0,"Fri, 15 Nov 2013 00:00:00 GMT",319,1
1,13.0,"Sat, 16 Nov 2013 00:00:00 GMT",320,1
1,17.0,"Sun, 17 Nov 2013 00:00:00 GMT",321,1
1,17.0,"Mon, 18 Nov 2013 00:00:00 GMT",322,1
1,18.0,"Tue, 19 Nov 2013 00:00:00 GMT",323,1
1,17.0,"Wed, 20 Nov 2013 00:00:00 GMT",324,1
1,16.0,"Thu, 21 Nov 2013 00:00:00 GMT",325,1
1,17.0,"Fri, 22 Nov 2013 00:00:00 GMT",326,1
1,31.0,"Sat, 23 Nov 2013 00:00:00 GMT",327,1
1,20.0,"Sun, 24 Nov 2013 00:00:00 GMT",328,1
1,16.0,"Mon, 25 Nov 2013 00:00:00 GMT",329,1
1,25.0,"Tue, 26 Nov 2013 00:00:00 GMT",330,1
1,25.0,"Wed, 27 Nov 2013 00:00:00 GMT",331,1
1,17.0,"Thu, 28 Nov 2013 00:00:00 GMT",332,1
1,19.0,"Fri, 29 Nov 2013 00:00:00 GMT",333,1
1,30.0,"Sat, 30 Nov 2013 00:00:00 GMT",334,1
1,16.0,"Sun, 01 Dec 2013 00:00:00 GMT",335,1
1,8.0,"Mon, 02 Dec 2013 00:00:00 GMT",336,1
1,21.0,"Tue, 03 Dec 2013 00:00:00 GMT",337,1
1,6.0,"Wed, 04 Dec 2013 00:00:00 GMT",338,1
1,13.0,"Thu, 05 Dec 2013 00:00:00 GMT",339,1
1,15.0,"Fri, 06 Dec 2013 00:00:00 GMT",340,1
1,17.0,"Sat, 07 Dec 2013 00:00:00 GMT",341,1
1,17.0,"Sun, 08 Dec 2013 00:00:00 GMT",342,1
1,8.0,"Mon, 09 Dec 2013 00:00:00 GMT",343,1
1,14.0,"Tue, 10 Dec 2013 00:00:00 GMT",344,1
1,7.0,"Wed, 11 Dec 2013 00:00:00 GMT",345,1
1,5.0,"Thu, 12 Dec 2013 00:00:00 GMT",346,1
1,13.0,"Fri, 13 Dec 2013 00:00:00 GMT",347,1
1,16.0,"Sat, 14 Dec 2013 00:00:00 GMT",348,1
1,15.0,"Sun, 15 Dec 2013 00:00:00 GMT",349,1
1,15.0,"Mon, 16 Dec 2013 00:00:00 GMT",350,1
1,8.0,"Tue, 17 Dec 2013 00:00:00 GMT",351,1
1,18.0,"Wed, 18 Dec 2013 00:00:00 GMT",352,1
1,7.0,"Thu, 19 Dec 2013 00:00:00 GMT",353,1
1,13.0,"Fri, 20 Dec 2013 00:00:00 GMT",354,1
1,11.0,"Sat, 21 Dec 2013 00:00:00 GMT",355,1
1,9.0,"Sun, 22 Dec 2013 00:00:00 GMT",356,1
1,8.0,"Mon, 23 Dec 2013 00:00:00 GMT",357,1
1,17.0,"Tue, 24 Dec 2013 00:00:00 GMT",358,1
1,6.0,"Wed, 25 Dec 2013 00:00:00 GMT",359,1
1,16.0,"Thu, 26 Dec 2013 00:00:00 GMT",360,1
1,18.0,"Fri, 27 Dec 2013 00:00:00 GMT",361,1
1,17.0,"Sat, 28 Dec 2013 00:00:00 GMT",362,1
1,14.0,"Sun, 29 Dec 2013 00:00:00 GMT",363,1
1,5.0,"Mon, 30 Dec 2013 00:00:00 GMT",364,1
1,15.0,"Tue, 31 Dec 2013 00:00:00 GMT",365,1
1,9.0,"Wed, 01 Jan 2014 00:00:00 GMT",366,1
1,14.0,"Thu, 02 Jan 2014 00:00:00 GMT",367,1
1,11.0,"Fri, 03 Jan 2014 00:00:00 GMT",368,1
1,20.0,"Sat, 04 Jan 2014 00:00:00 GMT",369,1
1,17.0,"Sun, 05 Jan 2014 00:00:00 GMT",370,1
1,14.0,"Mon, 06 Jan 2014 00:00:00 GMT",371,1
1,11.0,"Tue, 07 Jan 2014 00:00:00 GMT",372,1
1,12.0,"Wed, 08 Jan 2014 00:00:00 GMT",373,1
1,17.0,"Thu, 09 Jan 2014 00:00:00 GMT",374,1
1,12.0,"Fri, 10 Jan 2014 00:00:00 GMT",375,1
1,17.0,"Sat, 11 Jan 2014 00:00:00 GMT",376,1
1,12.0,"Sun, 12 Jan 2014 00:00:00 GMT",377,1
1,12.0,"Mon, 13 Jan 2014 00:00:00 GMT",378,1
1,17.0,"Tue, 14 Jan 2014 00:00:00 GMT",379,1
1,17.0,"Wed, 15 Jan 2014 00:00:00 GMT",380,1
1,15.0,"Thu, 16 Jan 2014 00:00:00 GMT",381,1
1,18.0,"Fri, 17 Jan 2014 00:00:00 GMT",382,1
1,15.0,"Sat, 18 Jan 2014 00:00:00 GMT",383,1
1,12.0,"Sun, 19 Jan 2014 00:00:00 GMT",384,1
1,6.0,"Mon, 20 Jan 2014 00:00:00 GMT",385,1
1,7.0,"Tue, 21 Jan 2014 00:00:00 GMT",386,1
1,21.0,"Wed, 22 Jan 2014 00:00:00 GMT",387,1
1,18.0,"Thu, 23 Jan 2014 00:00:00 GMT",388,1
1,18.0,"Fri, 24 Jan 2014 00:00:00 GMT",389,1
1,21.0,"Sat, 25 Jan 2014 00:00:00 GMT",390,1
1,16.0,"Sun, 26 Jan 2014 00:00:00 GMT",391,1
1,8.0,"Mon, 27 Jan 2014 00:00:00 GMT",392,1
1,6.0,"Tue, 28 Jan 2014 00:00:00 GMT",393,1
1,13.0,"Wed, 29 Jan 2014 00:00:00 GMT",394,1
1,11.0,"Thu, 30 Jan 2014 00:00:00 GMT",395,1
1,18.0,"Fri, 31 Jan 2014 00:00:00 GMT",396,1
1,13.0,"Sat, 01 Feb 2014 00:00:00 GMT",397,1
1,16.0,"Sun, 02 Feb 2014 00:00:00 GMT",398,1
1,10.0,"Mon, 03 Feb 2014 00:00:00 GMT",399,1
1,9.0,"Tue, 04 Feb 2014 00:00:00 GMT",400,1
